Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/19/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nepal,NPL,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.822544763,5.822544763,5.822544763,5.822544763,5.822544763,5.822544763,5.822544763,4.837729983,4.837729983,10.61362875,12.13254747,12.13254747,9.184799918,9.184799918,9.184799918,9.184799918,9.184799918,20.79881959,20.79881959,20.79881959,20.05845735,19.59721367,22.66325751,20.25156688,19.26856945,17.87140024,18.02289157,16.99163079,15.5008421,11.1677372,11.1677372,,
Nepal,NPL,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,41038060.64,43721638.23,54362975.56,69788623.07,84440662.99,89938956.62,80854563.19,82645874.1,93312975.82,111791914.2,109096430.9,126257745.6,144097503.4,141058885.1,158918412.9,178755632.4,220026041.4,246225799.3,289525567.6,304743800.8,234985470.3,215854075.3,188794808.5,202077119.6,193235921.5,205338661.3,231066279.4,257693083.1,375746364.7,423837025.1,488274369.1,716177331.4,840164651.3,827537969.4,845187133.7,761399869.2,881349615.1,969825526.4,1173456658,1182813397,1238607176,1596951451,1745334367,1687456414,1075458468,1537603477,1967153013
Nepal,NPL,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,,,,,,,,,,,,,,,,,,,,,,213992129.1,225362272.8,240209711.1,266638168.2,295170535.9,313976658.4,466435079.3,534269264.5,429221322.3,586630271.6,500139869.7,476903951.9,542462854.2,634050205.2,767351471.7,1348300000,1640400000,1433500000,1199614366,1571962658,1568634269,1403331852,1597423346,1850549128,2079906263,2416427420,3113908124,3587064652,3778784011,5143376595,5947055816,6042711494,6481012624,7620876455,6633799563,8906047936,10097141947,12902120494,13210495946,11020838497,,
Nepal,NPL,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.014906637,,0.093131815,0.002058887,0.225524677,0.156826244,0.665451813,0.995651166,0.770600545,0.366073414,1.051001468,0.022250241,0.067056815,0.118590862,0.019550307,0.031807117,0.025500017,0.049881502,0.050088037,0.048643345,0.12959411,0.17975574,0.229723926,0.040813204,0.189224919,0.356951035,0.89399055,0.189840174,0.137462238,0.162158041,0.211476031,0.335397611,0.292826001,0.156135366,0.139064817,0.162305981,,
Nepal,NPL,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,,,,,,,,,,,,,,,,,,,,,,7.624359459,11.91117735,13.74303306,6.534698358,8.370076615,9.577367997,11.63231202,15.7521059,17.16569062,15.45782487,12.01571111,17.32654458,21.25028259,25.98188024,28.8803462,8.840762442,7.924896367,10.63132194,38.89669737,15.19782189,13.93364466,15.66403824,14.18648829,13.99583281,15.64410333,13.03014564,18.42195046,20.35231552,22.09478119,19.71659878,20.93207837,20.3056601,21.59070053,20.97585585,22.9531558,22.22931894,20.96568212,17.64123427,21.39103358,20.90635999,,
Nepal,NPL,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,0.353830825,0.121729999,0.28081454,0.072896237,5.949330269,1.151642637,5.516159839,0.433396055,1.414875165,1.081525455,1.530218681,1.604505573,2.109559854,,,,,,,4.487178428,,,,2.418303563,3.111849994,2.782162749,,,3.931416664,,,,,,3.135470257,3.452465824,4.000434592,3.536407679,4.365746381,4.420671229,5.669120036,3.467774278,3.865700214,3.898487034,3.58364092,2.82720246,3.421478414,
Nepal,NPL,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,0.035183749,0.932434691,21.71838432,21.39361312,24.27769929,21.19637885,17.70722642,19.12918406,14.98852971,11.03338463,12.55116988,11.55403169,12.04512837,11.66286175,,,,,,,11.46641078,,,,12.47462133,10.65713074,15.15858598,,,15.57046585,,,,,,16.42056339,17.53814186,20.7094418,22.49031764,18.79024841,19.72302893,13.32338192,11.94788312,15.24600012,16.80500896,17.40588162,14.49384902,15.13050808,
Nepal,NPL,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,17.09,12,13.83,,8.96,9.39,9.51,9.39,11.65,11.7,917.75,11.3,11.3,11.29,11.17,14.25,8.49,11.93,12.89,,12.2,14.06,12.49,,
Nepal,NPL,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,,,,,16.64,11.95,15.94,,14.18,14.19,14.35,14.08,14.99,14.88,22.36,16.02,16.58,17.94,17.29,16,16.22,16.86,18.4,,23.78,73.04,18.7,,
Nepal,NPL,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96,,,,,20.09,14.01,16.84,,15.45,15.86,15.49,15.49,13.26,13.46,421.5,12.9,13.35,12.8,12.87,15.65,11.31,13.08,13.07,,13.42,15.43,12.66,,
Nepal,NPL,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.87,,,,,21.67,14.36,14.41,,14.66,14.87,14.82,14.72,13.11,13.05,15.07,12.77,12.98,13.15,12.85,11.82,12.66,12.63,12.65,,12.79,20.2,12.1,,
Nepal,NPL,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,30.35,16.41,20.87,,18.59,18.99,18.38,18.41,14.5,14.78,150.92,14.11,14.62,14.15,14.31,16.17,14.11,14.09,13.18,,13.82,15.99,12.29,,
Nepal,NPL,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54,,,,,23.23,14.87,14.12,,14.71,14.95,14.86,14.8,12.74,12.69,13.78,12.18,12.29,12.38,12.13,11.21,12.12,12.07,11.89,,11.11,12.57,11.17,,
Nepal,NPL,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.36312636,44.70938366,42.81955059,48.13181357,47.2521359,47.96436144,47.00066337,52.87511039,49.95330934,67.92710188,72.77284017,69.51917714,73.64462514,84.05463078,99.80015148,100,139.2396052,152.0427371,175.6894864,175.3259818,140.5143035,187.1574253,
Nepal,NPL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000000,125000000,103000000,78000000,71000000,73000000,80000000,69000000,81000000,154000000,163000000,185000000,274000000,381000000,434000000,402000000,320000000,413000000,422000000,504000000,527000000,587000000,783000000,833000000,702000000,263000000,,
Nepal,NPL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54824825,20.67688938,15.70966894,23.68254438,18.06855483,17.08166288,16.84595454,14.29726986,21.57523594,21.07093932,12.46856028,12.71796036,16.29225618,20.64042157,28.47235039,24.05296789,22.28265523,19.65172189,21.0484137,21.19632981,22.68615527,23.52849599,29.294902,27.63664514,29.38127199,13.43620368,,
Nepal,NPL,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,,,,32.4,,,,,27.8,,,,,24.7,,,,,27.5,,,25.21313066,,23.7,23.73220776,,24.71561186,,,
Nepal,NPL,Rural population (% of total population),SP.RUR.TOTL.ZS,96.52,96.429,96.388,96.347,96.305,96.263,96.22,96.177,96.133,96.089,96.044,95.995,95.802,95.601,95.39,95.17,94.939,94.698,94.447,94.184,93.909,93.624,93.384,93.136,92.879,92.614,92.34,92.056,91.762,91.459,91.146,90.82,90.418,90.001,89.567,89.117,88.65,88.166,87.664,87.143,86.603,86.053,85.76,85.462,85.159,84.851,84.538,84.219,83.895,83.566,83.232,82.892,82.542,82.185,81.818,81.443,81.058,80.664,80.26,79.847,79.424,78.992,78.549
Nepal,NPL,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,42.3,,,58.1,,56.2,,,77.2,,,
Nepal,NPL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,40.4,,,,,55.2,,,78.3,,,
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,5067776,5162219,5260605,5361901,5467133,5577258,5690731,5808253,5930668,6056271,6186019,6318053,6451851,6588641,6728597,6873092,7021275,7175780,7338298,7506706,7680285,7857673,8039432,8228195,8421469,8616093,8811491,9006715,9205996,9417638,9647920,9896916,10174760,10453021,10715317,10973325,11220566,11462922,11701802,11936189,12161850,12380071,12593963,12802557,13001504,13186397,13353440,13505086,13645445,13776271,13901487,14016343,14118638,14216663,14323121,14447479,14601718,14777629,14952540,15128288,15368183,15664025,15901334
Nepal,NPL,Population growth (annual %),SP.POP.GROW,,1.920890735,1.963889777,1.985703807,2.020693815,2.069999981,2.09007681,2.116721396,2.151836027,2.16073129,2.17862713,2.164852089,2.147827433,2.150613676,2.153745123,2.172281382,2.167963697,2.221627343,2.298669106,2.322208259,2.346992709,2.339969053,2.335304201,2.378875002,2.366811133,2.30076995,2.234495243,2.14704552,2.130031906,2.241333959,2.432697129,2.587735921,2.798680108,2.693671757,2.449570497,2.316730691,2.122070673,2.022288183,1.933540377,1.838552569,1.709775886,1.601837449,1.495832606,1.375026697,1.242331411,1.075359276,0.88577445,0.731449423,0.626509659,0.539422885,0.496881283,0.38521421,0.235525469,0.185921857,0.293747924,0.53827062,0.904474047,1.149953723,1.140549365,1.136351607,1.774268056,2.311723712,1.692246601
Nepal,NPL,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.047,1.046,1.046,1.047,1.047,1.047,1.046,1.046,1.045,1.045,1.045,1.045,1.046,1.046,1.046,1.047,1.047,1.047,1.047,1.046,1.046,1.046,1.045,1.045,1.044,1.043,1.043,1.043,1.043,1.043,1.043,1.044,1.044,1.043,1.044,1.045,1.045,1.046,1.046,1.046,1.047,1.047,1.048,1.049,1.05,1.05,1.05,1.051,1.051,1.051,1.052,1.053,1.053,1.054,1.054,1.055,1.054,1.053,1.052,1.052,1.051,1.05,
Nepal,NPL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.499104489,0.50301043,0.508002407,0.514518963,0.523930868,0.535729158,0.546915629,0.55606221,0.563149042,0.567758562,0.570819502,0.574338283,0.578864842,0.584293528,0.590702594,0.598078667,0.60627161,0.614107456,0.62119986,0.627698795,0.63325775,0.638172355,0.642476981,0.645992186,0.649399766,0.653289142,0.657771766,0.663410614,0.670019807,0.677239877,0.684624251,0.691796278,0.697873989,0.703346942,0.708490439,0.712746592,0.717071702,0.722285327,0.729208171,0.737802493,0.747904338,0.759474643,0.772175526,0.785347052,0.798584533,0.811885915,0.825442763,0.839716978,0.85485303,0.871357019,0.889127904,0.908246894,0.928453547,0.948721263,0.967554454,0.991207532,1.022729004,1.056644508,1.091105555,1.124654724,1.145890218,1.152420914,1.168037259
Nepal,NPL,"Population ages 65 and above, total",SP.POP.65UP.TO,302572,311054,319821,328910,338427,348422,358828,369651,380830,392308,404173,416390,428826,441367,454007,466921,480227,493830,507915,522628,537864,553468,569208,584946,600649,616330,632042,647918,664099,681270,699951,720208,742427,764600,786077,807771,829527,852028,875504,899754,924334,949491,977109,1007162,1038047,1073142,1113371,1155868,1199294,1242368,1284174,1326173,1371385,1421278,1471709,1519903,1569512,1620633,1671278,1721947,1772598,1816732,1859500
Nepal,NPL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,165758,170471,175322,180337,185611,191165,196932,202918,209099,215395,221914,228656,235490,242370,249314,256431,263819,271397,279283,287588,296168,304950,313777,322475,331074,339629,348161,356876,365862,375317,385400,396177,407856,419721,431460,443320,455302,467725,480799,494292,507927,521950,536828,552497,568616,586829,607541,629383,651686,673894,695612,717616,741448,767795,794547,820239,846773,874218,901492,928949,956231,979966,1003565
Nepal,NPL,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.158806727,2.181687759,2.203577345,2.223175864,2.239491682,2.251894905,2.26122951,2.268504833,2.274254772,2.279380969,2.284684406,2.291330708,2.299262468,2.30832901,2.319019677,2.330872166,2.342736729,2.351068455,2.353835838,2.350565105,2.340844122,2.327151924,2.311792674,2.296129206,2.2834021,2.275300417,2.270330867,2.266842143,2.261764927,2.252279181,2.237451181,2.219226564,2.19860725,2.181005959,2.169884373,2.163865556,2.16268066,2.164160332,2.166815753,2.16875336,2.18535018,2.222576106,2.270040018,2.324074883,2.380005421,2.422177946,2.451892638,2.490613536,2.545684659,2.603966727,2.661650513,2.72398799,2.779092332,2.819121577,2.853822751,2.882475206,2.895916182,2.898939434,2.896862242,2.893057129,2.88301821,2.869926472,2.874202343
Nepal,NPL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.574003313,3.584989323,3.596439953,3.60968026,3.625245295,3.64221956,3.658176458,3.669571556,3.672975793,3.666488532,3.650433635,3.628031956,3.603368738,3.58033649,3.561470277,3.547195094,3.535960097,3.524097729,3.508647134,3.487568548,3.460646317,3.430035621,3.397963936,3.366704158,3.33930458,3.317158949,3.29871528,3.281779388,3.263470717,3.240908177,3.236060208,3.257105382,3.286077671,3.320011666,3.355168897,3.367844295,3.360833284,3.364395368,3.389050533,3.417476885,3.446424822,3.482152889,3.510388271,3.52267924,3.534014219,3.548827629,3.55677277,3.55973668,3.559180371,3.557991258,3.562694408,3.579492882,3.60727063,3.642148781,3.682510827,3.722268778,3.75745182,3.795297737,3.843413766,3.898051911,3.949090922,3.998735957,4.055773058
Nepal,NPL,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.143153018,5.115125879,5.082162603,5.050204671,5.023628927,5.00408041,4.988892904,4.973242385,4.952578698,4.923970136,4.887489425,4.845091926,4.801334935,4.761391975,4.726802279,4.697456058,4.671416184,4.64623358,4.619286065,4.587012239,4.581425038,4.613248438,4.657207126,4.705679392,4.750566677,4.759593472,4.735259901,4.71961224,4.727999842,4.738534227,4.747365235,4.762882459,4.766156881,4.74539871,4.723201156,4.707515726,4.685031249,4.660849331,4.637136031,4.616360381,4.605771515,4.611443666,4.625934664,4.644943375,4.673443934,4.706391746,4.73836722,4.773320214,4.815588645,4.860811204,4.90714051,4.954263034,4.993516195,5.018336758,5.044822108,5.087375451,5.146035047,5.221277555,5.315193763,5.42128777,5.530966333,5.648564146,5.778336138
Nepal,NPL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.691307322,6.63369764,6.573416936,6.516223769,6.466706913,6.427530659,6.394872083,6.363574383,6.329211145,6.287490579,6.282538599,6.326283878,6.387577271,6.459853137,6.528455596,6.546696411,6.51668632,6.501007556,6.521838816,6.544475469,6.565062364,6.59263203,6.596796888,6.56777054,6.534905015,6.504253146,6.4574429,6.39670548,6.329510336,6.267781794,6.226253949,6.212788599,6.232363527,6.257004853,6.276351587,6.295502958,6.306219593,6.320099113,6.341082923,6.362746937,6.381023709,6.400908363,6.42054848,6.428352806,6.434678634,6.452539689,6.479469203,6.519725235,6.581859368,6.659657997,6.739955229,6.822660519,6.91413694,7.017568294,7.135577953,7.27185691,7.419794966,7.569032474,7.716842499,7.862013463,8.037085713,8.248205681,8.444225763
Nepal,NPL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.439815765,8.492869055,8.571685196,8.662384044,8.750865513,8.778981645,8.747847267,8.73439053,8.765951829,8.800298996,8.83184394,8.869503875,8.878203412,8.848031699,8.816101721,8.790118858,8.743368637,8.689257474,8.635264701,8.581527542,8.545216747,8.532773727,8.537064559,8.555442077,8.58110978,8.600655773,8.606103099,8.600811095,8.599389539,8.607837761,8.628424572,8.663814634,8.713650676,8.725382295,8.704049133,8.688328287,8.673849816,8.676631869,8.703518112,8.744457716,8.781226079,8.822804813,8.893074404,8.987244071,9.090763653,9.203211461,9.314304378,9.417296565,9.516637237,9.612808488,9.717665456,9.832967843,9.94896923,10.08401233,10.23314645,10.36986107,10.47823655,10.53601395,10.52789324,10.47226925,10.43337102,10.4117141,10.32254936
Nepal,NPL,"Population ages 15-64, male",SP.POP.1564.MA.IN,2837618,2894991,2956291,3022465,3090380,3159677,3231528,3305399,3381086,3457789,3535963,3613485,3691095,3771206,3852140,3934153,4016584,4105155,4201823,4301492,4406339,4513056,4620560,4734067,4847104,4954563,5057620,5151803,5243704,5350084,5481749,5634466,5811367,5979415,6127183,6265422,6389030,6514980,6642541,6769621,6890829,7009259,7122318,7224491,7316633,7395479,7459419,7513559,7567050,7620601,7676487,7715367,7722040,7714159,7723824,7779935,7901318,8064250,8227488,8389551,8662552,9035429,9291650
Nepal,NPL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.06795584,10.02993093,10.01274568,10.04894439,10.09080901,10.12946594,10.18021145,10.19746385,10.16176424,10.12417458,10.09770663,10.05084082,9.993627411,9.935319737,9.878767455,9.837762259,9.823834715,9.834429149,9.861850128,9.901853749,9.943680475,9.973779134,9.997279659,10.02321226,10.04298656,10.05486477,10.06721223,10.0696819,10.05174725,10.03746375,10.04136643,10.05356062,10.07550105,10.10338591,10.12951319,10.14771275,10.16826647,10.21033338,10.27354974,10.35488798,10.45388286,10.56119953,10.65822172,10.74069464,10.81474497,10.89482593,10.99033324,11.09572349,11.22649719,11.37003299,11.49186414,11.56593771,11.56998956,11.49916867,11.3812656,11.25194229,11.12072604,10.98266884,10.82710995,10.64426492,10.42720569,10.17219393,9.876498723
Nepal,NPL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.94837095,12.91618972,12.86525029,12.80581152,12.74586582,12.70509516,12.70025655,12.72397225,12.76568677,12.82677799,12.88966401,12.94086858,12.98936437,13.0436241,13.09330808,13.13191987,13.16858312,13.18621112,13.16670343,13.14268956,13.13737706,13.1449086,13.16761557,13.21208885,13.26729339,13.31103901,13.34989731,13.40208463,13.4642404,13.52548803,13.57942437,13.61377556,13.611678,13.60480925,13.60356798,13.60663245,13.62551201,13.6432235,13.68000357,13.72632002,13.74459945,13.71280908,13.60946511,13.42655274,13.19346593,12.94797207,12.70318782,12.46522236,12.23503521,12.00313249,11.74413212,11.45708264,11.16423159,10.86039357,10.54241563,10.23504516,9.962715003,9.740010043,9.566130251,9.431583053,9.298363681,9.15506072,9.034041076
Nepal,NPL,"Population ages 0-14, male",SP.POP.0014.MA.IN,2125732,2167351,2209320,2249778,2292489,2338759,2386044,2435194,2486925,2540901,2597044,2655597,2715938,2777120,2840871,2907806,2976469,3047062,3120017,3195326,3272122,3350546,3431700,3515931,3603462,3693215,3783934,3876645,3972808,4071402,4172310,4275366,4381435,4490044,4597633,4702373,4800149,4887213,4964279,5031886,5090414,5139201,5175617,5201196,5216398,5216922,5200281,5168525,5121441,5061595,4995029,4926132,4860080,4797250,4737999,4683247,4635412,4595131,4556898,4521659,4501526,4498769,4498661
Nepal,NPL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,15.67119229,15.6648914,15.68594297,15.72410459,15.77885376,15.83091406,15.8644104,15.89017386,15.92019651,15.94582574,15.95965159,15.97381219,15.97261654,15.93448603,15.89637365,15.88180284,15.88094642,15.89216085,15.92392296,15.96431351,15.98346285,15.98861928,16.00024728,16.01927786,16.04541915,16.08200492,16.11606935,16.13990873,16.14536243,16.11577128,16.06246735,15.99561338,15.89690646,15.81976234,15.76655101,15.68161428,15.54638222,15.33767373,15.04587007,14.69805815,14.33506063,13.9675451,13.61053308,13.27106035,12.93804163,12.5905507,12.22652785,11.86487446,11.50168426,11.13935735,10.80639431,10.53401019,10.33025599,10.17757508,10.06007664,9.961855629,9.858148536,9.737773554,9.608865463,9.479850247,9.340574268,9.208230324,9.117304533
Nepal,NPL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,16.1,,,,,23.4,,,,,28.2,,,,,31.3,,,,,,
